time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2010-03-23T03:44:58.930Z,-34.808,-73.82,35.3,5.1,mb,179,72.5,,0.74,us,usp000h9vu,2014-11-07T01:41:04.528Z,"141 km WNW of Constitución, Chile",earthquake,,6.9,,111,reviewed,us,us
2010-03-22T01:00:41.200Z,-16.186,-69.515,188.7,5.3,mwc,260,43.1,,0.93,us,usp000h9u1,2022-07-16T08:34:39.131Z,"7 km WNW of Juli, Peru",earthquake,,3.9,,,reviewed,us,gcmt
2010-03-21T18:31:04.100Z,-36.344,-73.164,36.2,5.5,mwb,250,51.3,,0.91,us,usp000h9tf,2022-07-16T08:31:27.942Z,"35 km NNW of Tomé, Chile",earthquake,,7.1,,,reviewed,us,us
2010-03-20T21:21:09.000Z,-34.685,-72.084,24.2,5.2,mb,217,114,,,us,usp000h9ry,2022-05-02T21:51:40.395Z,"66 km W of Santa Cruz, Chile",earthquake,,,,145,reviewed,guc,us
2010-03-20T10:04:37.160Z,-34.406,-71.723,39.8,5,mb,137,75,,0.8,us,usp000h9r5,2022-08-08T23:21:44.042Z,"41 km NW of Santa Cruz, Chile",earthquake,,6.4,,75,reviewed,us,us
2010-03-19T17:10:45.000Z,-34.44,-72.04,16.3,5.2,mb,196,77.3,,,us,usp000h9pz,2022-07-16T08:18:28.363Z,"65 km WNW of Santa Cruz, Chile",earthquake,,,,26,reviewed,guc,us
2010-03-19T14:20:47.540Z,-33.251,-72.113,35,5.2,mwc,105,114,,0.91,us,usp000h9py,2022-07-16T08:16:52.445Z,"51 km WSW of Valparaíso, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-19T08:54:44.000Z,-35.541,-73.475,14.4,5.5,mwc,264,60.2,,,us,usp000h9p8,2022-07-16T08:13:41.253Z,"99 km WSW of Constitución, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-19T02:55:53.220Z,-33.531,-72.172,26.9,5.2,mwc,115,115.2,,0.8,us,usp000h9nv,2022-07-16T08:12:05.055Z,"52 km W of Cartagena, Chile",earthquake,,11.9,,,reviewed,us,gcmt
2010-03-18T19:49:36.000Z,-21.787,-68.64,144.6,5,mwc,89,98.1,,,us,usp000h9nc,2016-11-10T02:26:00.242Z,"79 km NNE of Calama, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-18T09:32:21.000Z,-44.179,-72.832,4.4,5.2,mwc,117,110.8,,,us,usp000h9mm,2022-07-16T08:07:19.805Z,"41 km WSW of La Junta, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-18T03:18:22.000Z,-34.361,-72.008,35,5.1,mwc,160,74.8,,,us,usp000h9kt,2022-07-16T08:02:29.804Z,"66 km WNW of Santa Cruz, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-18T01:57:29.570Z,-36.569,-72.773,28.4,5.2,mwc,137,87.6,,0.92,us,usp000h9kq,2022-07-16T08:00:48.256Z,"17 km ENE of Tomé, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-17T19:00:06.800Z,-36.596,-72.91,27.1,5,mb,103,114.5,,0.95,us,usp000h9k6,2022-07-16T07:57:29.974Z,"4 km ENE of Tomé, Chile",earthquake,,,,56,reviewed,us,us
2010-03-17T18:29:37.580Z,-35.444,-73.041,22.1,5.1,mwc,54,116.2,,1.09,us,usp000h9k4,2016-11-10T02:25:55.781Z,"58 km WSW of Constitución, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-17T17:38:33.060Z,-43.842,-72.569,10,5.4,mwc,116,47.3,,0.91,us,usp000h9k2,2022-07-16T07:55:51.783Z,"19 km NW of La Junta, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-16T03:04:39.990Z,-36.405,-73.074,42.3,5.9,mwc,233,81.7,,1.02,us,usp000h9fv,2022-07-16T07:44:52.025Z,"25 km NNW of Tomé, Chile",earthquake,,8.2,,,reviewed,us,gcmt
2010-03-16T02:21:57.940Z,-36.217,-73.257,18,6.7,mwc,312,34.7,,0.93,us,usp000h9fs,2022-08-09T03:10:41.924Z,"52 km NNW of Tomé, Chile",earthquake,,,,,reviewed,us,us
2010-03-15T12:13:16.550Z,-36.075,-73.178,35,5,mb,46,116.4,,1.19,us,usp000h9en,2014-11-07T01:41:02.015Z,"61 km WNW of Quirihue, Chile",earthquake,,,,37,reviewed,us,us
2010-03-15T11:08:28.960Z,-35.802,-73.158,14,6.2,mwc,238,35.6,,1.01,us,usp000h9eg,2022-08-09T03:56:20.083Z,"76 km NW of Quirihue, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-15T00:42:51.900Z,-34.376,-72.035,32.4,5.1,mb,92,114.4,,,us,usp000h9ds,2022-07-16T07:38:27.085Z,"68 km WNW of Santa Cruz, Chile",earthquake,,,,34,reviewed,guc,us
2010-03-14T20:04:54.540Z,-38.526,-73.534,13,5.6,mwb,219,35.3,,0.91,us,usp000h9dd,2022-07-16T07:35:18.211Z,"38 km WNW of Carahue, Chile",earthquake,,,,,reviewed,us,us
2010-03-14T19:10:46.100Z,-34.932,-72.565,32,5,mb,66,73.3,,,us,usp000h9db,2022-07-16T07:33:40.077Z,"46 km NNW of Constitución, Chile",earthquake,,,,30,reviewed,guc,us
2010-03-14T14:01:18.190Z,-38.438,-73.596,35,5,mb,65,66.2,,1,us,usp000h9cz,2022-07-16T07:32:02.247Z,"48 km NW of Carahue, Chile",earthquake,,,,25,reviewed,us,us
2010-03-14T13:52:22.690Z,-38.502,-73.653,23.2,5.5,mwc,165,63.7,,0.85,us,usp000h9cx,2022-07-16T07:30:29.161Z,"48 km WNW of Carahue, Chile",earthquake,,10.1,,,reviewed,us,gcmt
2010-03-14T07:31:24.990Z,-34.227,-71.768,35,5.2,mwc,259,34.1,,0.79,us,usp000h9ce,2022-07-16T07:27:02.878Z,"58 km NW of Santa Cruz, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-13T20:20:26.360Z,-36.825,-73.702,37.3,5.3,mwc,51,135.6,,0.99,us,usp000h9bb,2022-07-16T07:22:16.970Z,"53 km WSW of Talcahuano, Chile",earthquake,,10.9,,,reviewed,us,gcmt
2010-03-13T15:22:35.900Z,-34.56,-71.747,36.4,5.2,mwc,143,74.7,,,us,usp000h9at,2022-07-16T07:19:05.560Z,"36 km WNW of Santa Cruz, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-13T10:34:43.360Z,-37.551,-73.465,35,5.8,mwc,168,54.3,,0.87,us,usp000h9ae,2022-08-09T03:30:50.049Z,"13 km SW of Curanilahue, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-13T07:12:03.300Z,-34.392,-71.931,3.9,5.1,mwc,171,114.5,,,us,usp000h9a3,2022-07-16T07:14:03.997Z,"58 km WNW of Santa Cruz, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-13T03:19:07.100Z,-36.725,-73.5,30.7,5.4,mwc,195,52.9,,,us,usp000h99w,2022-07-16T07:09:17.531Z,"34 km W of Talcahuano, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-13T03:15:01.400Z,-36.685,-73.612,15,5.3,mwc,187,53.7,,,us,usp000h99v,2022-05-02T21:46:17.059Z,"44 km W of Talcahuano, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-12T16:50:01.700Z,-34.233,-71.917,7,5.8,mwb,335,31.2,,0.93,us,usp000h98u,2022-08-09T03:31:53.977Z,"67 km NW of Santa Cruz, Chile",earthquake,,,,,reviewed,us,us
2010-03-12T16:04:51.200Z,-34.337,-71.942,36,5,mb,141,77.7,,,us,usp000h98s,2022-07-16T06:59:52.392Z,"62 km WNW of Santa Cruz, Chile",earthquake,,,,79,reviewed,guc,us
2010-03-12T10:32:35.310Z,-37.695,-73.786,35,5.1,mwc,34,134.6,,1.08,us,usp000h97y,2022-05-02T21:48:59.136Z,"15 km SW of Lebu, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-12T06:10:34.400Z,-34.488,-71.823,22.9,5,mb,154,113.9,,,us,usp000h979,2022-07-16T06:55:10.522Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,89,reviewed,guc,us
2010-03-12T01:46:55.900Z,-34.417,-71.985,7.3,5,mb,142,97.2,,,us,usp000h96k,2022-07-16T06:53:35.304Z,"61 km WNW of Santa Cruz, Chile",earthquake,,,,66,reviewed,guc,us
2010-03-11T22:34:03.910Z,-37.705,-73.651,24.5,5.3,mwc,283,66,,1.01,us,usp000h96a,2022-07-16T06:50:25.658Z,"10 km S of Lebu, Chile",earthquake,,1.5,,,reviewed,us,gcmt
2010-03-11T21:50:03.300Z,-34.416,-72.006,9.6,5.2,mb,259,77.4,,,us,usp000h966,2022-07-16T06:47:15.010Z,"63 km WNW of Santa Cruz, Chile",earthquake,,,,97,reviewed,guc,us
2010-03-11T20:11:20.400Z,-34.381,-71.979,8,5.6,mwc,262,52.9,,,us,usp000h95z,2022-07-16T06:45:38.159Z,"63 km WNW of Santa Cruz, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-11T19:28:06.400Z,-34.346,-71.976,33.2,5.4,mb,244,41.3,,,us,usp000h95v,2022-07-16T06:43:57.061Z,"64 km WNW of Santa Cruz, Chile",earthquake,,,,141,reviewed,guc,us
2010-03-11T18:20:23.030Z,-34.469,-71.978,35,5,mb,53,116.3,,0.97,us,usp000h95p,2022-05-02T21:45:07.948Z,"59 km WNW of Santa Cruz, Chile",earthquake,,,,17,reviewed,us,us
2010-03-11T17:18:49.720Z,-34.293,-71.906,17.9,5.2,mb,92,75,,0.91,us,usp000h95g,2022-07-16T06:32:42.854Z,"62 km NW of Santa Cruz, Chile",earthquake,,8,,29,reviewed,us,us
2010-03-11T16:56:33.760Z,-34.393,-71.802,39.7,5.3,mb,110,53,,0.98,us,usp000h95e,2022-07-16T06:42:19.105Z,"48 km NW of Santa Cruz, Chile",earthquake,,6.3,,41,reviewed,us,us
2010-03-11T15:54:35.600Z,-34.507,-72.124,12.7,5,mb,90,74.4,,,us,usp000h956,2022-07-16T06:39:06.381Z,"71 km WNW of Santa Cruz, Chile",earthquake,,,,40,reviewed,guc,us
2010-03-11T15:34:50.010Z,-34.344,-71.728,27.5,5,mb,86,97.7,,0.91,us,usp000h952,2022-05-02T21:45:05.308Z,"46 km NW of Santa Cruz, Chile",earthquake,,14,,47,reviewed,us,us
2010-03-11T15:26:15.590Z,-34.245,-71.866,23,5.3,mb,106,78.1,,1.02,us,usp000h951,2022-07-16T06:40:42.916Z,"63 km NW of Santa Cruz, Chile",earthquake,,15.8,,54,reviewed,us,us
2010-03-11T15:06:02.130Z,-34.47,-72.004,31.5,6,mb,316,34.2,,1.04,us,usp000h94x,2022-08-09T04:11:34.896Z,"61 km WNW of Santa Cruz, Chile",earthquake,,5,,198,reviewed,us,us
2010-03-11T14:58:15.130Z,-34.614,-71.99,35,5.6,mb,29,53.1,,0.98,us,usp000h94w,2022-05-02T22:35:29.517Z,"57 km W of Santa Cruz, Chile",earthquake,,,,11,reviewed,us,us
2010-03-11T14:55:27.510Z,-34.326,-71.799,18,7,mwc,403,17.1,,1.02,us,usp000h94v,2022-08-09T03:49:26.132Z,"52 km NW of Santa Cruz, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-11T14:48:31.310Z,-34.255,-71.674,35,5.2,mb,54,53,,1.06,us,usp000h94u,2022-05-02T22:35:28.131Z,"51 km NNW of Santa Cruz, Chile",earthquake,,,,17,reviewed,us,us
2010-03-11T14:39:43.950Z,-34.29,-71.891,11,6.9,mwc,415,12.5,,0.85,us,usp000h94t,2022-08-09T03:49:40.422Z,"61 km NW of Santa Cruz, Chile",earthquake,,,,,reviewed,us,us
2010-03-11T12:44:12.980Z,-37.259,-73.512,41.6,5.1,mb,82,132.8,,1.04,us,usp000h94j,2022-05-02T22:35:25.390Z,"17 km W of Arauco, Chile",earthquake,,6.3,,54,reviewed,us,us
2010-03-10T16:00:51.970Z,-38.093,-74.906,22.9,5.1,mwc,54,135.1,,1.08,us,usp000h933,2016-11-10T02:25:32.213Z,"122 km WSW of Lebu, Chile",earthquake,,25.4,,,reviewed,us,gcmt
2010-03-10T12:20:58.920Z,-33.562,-72.298,35,5.6,mwc,187,33.9,,0.75,us,usp000h92q,2022-07-16T06:26:14.686Z,"64 km W of Cartagena, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-10T09:37:59.080Z,-36.934,-73.498,35,5.2,mb,80,68.4,,0.85,us,usp000h92h,2022-07-16T06:24:37.125Z,"33 km WNW of Coronel, Chile",earthquake,,,,23,reviewed,us,us
2010-03-10T09:04:09.900Z,-36.699,-73.189,27.3,5.1,mb,71,102.1,,,us,usp000h92g,2022-07-16T06:28:15.780Z,"7 km WNW of Talcahuano, Chile",earthquake,,,,36,reviewed,guc,us
2010-03-10T08:45:23.130Z,-34.992,-73.831,35,5.1,mwc,158,85.3,,0.83,us,usp000h92f,2022-07-16T06:21:17.874Z,"134 km WNW of Constitución, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-10T04:01:48.750Z,-37.156,-73.681,36.6,5.2,mwc,44,116.6,,0.96,us,usp000h91w,2022-07-16T06:19:39.823Z,"33 km WNW of Arauco, Chile",earthquake,,9.8,,,reviewed,us,gcmt
2010-03-10T02:41:48.000Z,-36.981,-72.718,32.2,5.2,mwc,221,35.9,,0.95,us,usp000h91s,2022-07-16T06:14:49.923Z,"19 km NW of Yumbel, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-09T22:10:50.680Z,-33.855,-72.324,36,5.1,mwc,82,115.9,,0.87,us,usp000h919,2022-07-16T06:11:33.774Z,"72 km WSW of San Antonio, Chile",earthquake,,6.5,,,reviewed,us,gcmt
2010-03-09T21:59:23.230Z,-34.765,-73.949,35,5,mb,99,77.9,,0.75,us,usp000h918,2014-11-07T01:40:57.943Z,"153 km WNW of Constitución, Chile",earthquake,,,,44,reviewed,us,us
2010-03-08T23:43:29.340Z,-32.569,-71.631,28.8,5,mb,87,115.7,,0.88,us,usp000h8zf,2022-07-16T06:01:54.098Z,"39 km WSW of La Ligua, Chile",earthquake,,15,,63,reviewed,us,us
2010-03-08T18:43:24.500Z,-32.714,-71.827,7.9,5.1,mb,99,82.5,,,us,usp000h8z1,2022-07-16T05:58:47.250Z,"40 km NNW of Valparaíso, Chile",earthquake,,,,40,reviewed,guc,us
2010-03-08T18:18:51.890Z,-32.634,-71.721,23.6,5,mb,84,115.7,,0.88,us,usp000h8z0,2014-11-07T01:40:57.639Z,"45 km N of Valparaíso, Chile",earthquake,,,,39,reviewed,us,us
2010-03-08T18:08:01.780Z,-32.614,-71.613,22.4,5.3,mwc,160,83.1,,0.97,us,usp000h8yz,2022-07-16T06:00:21.344Z,"40 km WSW of La Ligua, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-08T17:50:45.820Z,-32.595,-71.641,23.8,5.3,mwc,184,78.3,,0.83,us,usp000h8yx,2022-07-16T05:57:14.176Z,"41 km WSW of La Ligua, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-08T17:03:16.830Z,-25.712,-66.617,10,5.8,mwc,251,95.5,,1.03,us,usp000h8yu,2022-07-16T05:54:09.165Z,"75 km WNW of Cafayate, Argentina",earthquake,,,,,reviewed,us,gcmt
2010-03-08T16:49:51.780Z,-32.66,-71.644,21.8,5,mb,129,82.9,,0.77,us,usp000h8yr,2022-07-16T05:52:33.621Z,"41 km NNW of Viña del Mar, Chile",earthquake,,,,63,reviewed,us,us
2010-03-08T16:04:12.040Z,-35.947,-73.255,35,5,mb,37,116.3,,0.87,us,usp000h8yp,2014-11-07T01:40:57.545Z,"74 km WNW of Quirihue, Chile",earthquake,,,,9,reviewed,us,us
2010-03-08T13:47:23.440Z,-34.582,-71.58,39.6,5.1,mb,143,114.8,,0.76,us,usp000h8yb,2022-07-16T05:47:40.651Z,"20 km WNW of Santa Cruz, Chile",earthquake,,7.1,,91,reviewed,us,us
2010-03-08T13:03:43.840Z,-34.533,-73.82,34.7,5.1,mwc,72,89.2,,0.91,us,usp000h8y9,2016-11-10T02:25:25.062Z,"156 km NW of Constitución, Chile",earthquake,,16.9,,,reviewed,us,gcmt
2010-03-08T08:07:56.650Z,-33.781,-72.002,28.3,5.1,mb,209,80.8,,0.84,us,usp000h8xm,2022-07-16T05:42:53.456Z,"42 km WSW of San Antonio, Chile",earthquake,,1.7,,124,reviewed,us,us
2010-03-08T04:40:24.860Z,-33.233,-71.906,35,5,mb,59,145,,1.17,us,usp000h8x7,2022-07-16T05:41:16.104Z,"33 km SW of Valparaíso, Chile",earthquake,,,,37,reviewed,us,us
2010-03-07T23:46:57.750Z,-36.156,-73.042,24.9,5.1,mwc,273,53.3,,0.89,us,usp000h8wv,2022-07-16T05:37:58.879Z,"47 km WNW of Quirihue, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-07T22:00:35.600Z,-34.109,-71.977,9.7,5.2,mwc,340,32.6,,,us,usp000h8wt,2022-07-16T05:36:15.098Z,"66 km SSW of San Antonio, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-07T18:36:00.240Z,-34.608,-71.906,35,5.3,mwc,115,91.3,,1.02,us,usp000h8wp,2022-07-16T05:34:36.445Z,"49 km W of Santa Cruz, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-07T16:18:28.840Z,-38.046,-73.5,21.4,5,mb,30,123.2,,0.73,us,usp000h8wf,2014-11-07T01:40:56.985Z,"28 km SSW of Cañete, Chile",earthquake,,,,5,reviewed,us,us
2010-03-07T15:59:44.600Z,-37.99,-73.3,26.8,5.9,mwc,225,52.2,,0.84,us,usp000h8wc,2022-08-09T03:38:04.991Z,"22 km SSE of Cañete, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-07T04:46:31.700Z,-33.166,-72.064,18.8,5.1,mwc,186,80.8,,,us,usp000h8vk,2022-07-16T05:29:51.018Z,"43 km WSW of Valparaíso, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-06T18:03:22.860Z,-36.174,-72.972,35,5,mb,17,116.5,,1.43,us,usp000h8un,2014-11-07T01:40:56.701Z,"40 km WNW of Quirihue, Chile",earthquake,,,,2,reviewed,us,us
2010-03-06T15:19:06.990Z,-37.434,-73.711,35,5.2,mwc,78,52.6,,0.95,us,usp000h8ud,2022-05-02T21:43:20.903Z,"19 km NNW of Lebu, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-06T03:09:27.900Z,-34.636,-72.24,15,5,mb,127,103.4,,,us,usp000h8t9,2022-07-16T05:21:46.083Z,"78 km NNE of Constitución, Chile",earthquake,,,,64,reviewed,guc,us
2010-03-06T01:23:18.800Z,-37.057,-73.521,10,5.1,mb,175,56.9,,,us,usp000h8t0,2022-07-16T05:18:33.731Z,"27 km NW of Arauco, Chile",earthquake,,,,90,reviewed,guc,us
2010-03-05T21:15:48.600Z,-29.934,-71.917,31.7,5.2,mb,42,114.5,,,us,usp000h8sn,2022-07-16T05:15:20.746Z,"55 km W of Coquimbo, Chile",earthquake,,,,4,reviewed,guc,us
2010-03-05T12:28:58.490Z,-35.075,-72.367,35,5,mb,68,75,,0.88,us,usp000h8rx,2022-07-16T05:08:59.926Z,"28 km N of Constitución, Chile",earthquake,,,,32,reviewed,us,us
2010-03-05T12:01:53.110Z,-37.442,-73.506,35,5.2,mb,120,57.2,,0.97,us,usp000h8rv,2022-07-16T05:07:22.826Z,"14 km WNW of Curanilahue, Chile",earthquake,,,,76,reviewed,us,us
2010-03-05T11:47:06.820Z,-36.665,-73.374,18,6.6,mwb,255,27.8,,0.93,us,usp000h8rt,2022-05-02T21:51:29.149Z,"23 km WNW of Talcahuano, Chile",earthquake,,,,,reviewed,us,us
2010-03-05T10:31:23.390Z,-37.559,-73.643,37.1,5.2,mwc,110,67.8,,1.01,us,usp000h8rq,2022-05-02T21:43:42.163Z,"5 km N of Lebu, Chile",earthquake,,10.7,,,reviewed,us,gcmt
2010-03-05T09:19:36.380Z,-36.631,-73.223,29.9,6.1,mwc,315,38.5,,0.78,us,usp000h8rk,2022-08-09T04:02:51.445Z,"14 km NW of Talcahuano, Chile",earthquake,,7.3,,,reviewed,us,gcmt
2010-03-05T07:36:42.600Z,-35.112,-73.132,20,5.1,mwc,71,115.3,,,us,usp000h8ra,2022-07-16T05:04:05.874Z,"70 km WNW of Constitución, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-05T03:55:14.300Z,-34.659,-71.755,34.1,5.3,mwc,219,35.6,,,us,usp000h8r0,2022-07-16T05:02:31.042Z,"35 km W of Santa Cruz, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-05T03:34:28.600Z,-34.546,-71.85,8.5,5.4,mwc,313,34.2,,,us,usp000h8qy,2022-07-16T05:00:53.650Z,"45 km WNW of Santa Cruz, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-03-04T22:39:26.530Z,-22.227,-68.328,114,6.3,mwb,498,17.7,,0.93,us,usp000h8qr,2022-07-16T04:59:10.950Z,"66 km ENE of Calama, Chile",earthquake,,,,,reviewed,us,us
2010-03-04T19:28:37.010Z,-34.541,-72.708,35,5.1,mb,61,116,,1.01,us,usp000h8qc,2022-07-16T04:55:57.420Z,"91 km NNW of Constitución, Chile",earthquake,,,,27,reviewed,us,us
2010-03-04T17:37:48.840Z,-34.18,-72.074,35,5.4,mwc,185,78,,0.78,us,usp000h8q3,2022-07-16T04:54:18.772Z,"77 km SSW of San Antonio, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-04T10:53:53.700Z,-35.869,-69.919,35,5,mb,68,116.6,,0.87,us,usp000h8pk,2022-07-16T04:52:39.265Z,"105 km N of Barrancas, Argentina",earthquake,,,,40,reviewed,us,us
2010-03-04T09:03:41.370Z,-37.647,-74.582,35,5,mwc,93,114.8,,0.9,us,usp000h8pc,2016-11-10T02:25:10.225Z,"82 km W of Lebu, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-04T04:23:29.390Z,-34.947,-71.985,35,5.1,mb,68,93.9,,1.01,us,usp000h8nv,2022-07-16T04:49:22.659Z,"57 km NE of Constitución, Chile",earthquake,,,,17,reviewed,us,us
2010-03-04T02:23:41.920Z,-33.296,-72.275,20.6,5,mb,102,115.6,,0.98,us,usp000h8nn,2014-11-07T01:40:54.873Z,"66 km WSW of Valparaíso, Chile",earthquake,,10.8,,46,reviewed,us,us
2010-03-04T02:14:39.680Z,-33.372,-72.251,38.3,5,mb,36,115.8,,0.85,us,usp000h8nm,2014-11-07T01:40:54.849Z,"63 km WNW of Cartagena, Chile",earthquake,,10,,13,reviewed,us,us
2010-03-04T01:59:48.670Z,-33.216,-72.125,24.2,6,mwc,302,76.7,,0.86,us,usp000h8nh,2022-08-09T04:12:39.729Z,"50 km WSW of Valparaíso, Chile",earthquake,,,,,reviewed,us,us
2010-03-03T21:24:01.520Z,-38.453,-73.554,35,5,mb,66,83.6,,1.06,us,usp000h8n1,2022-07-16T04:44:27.583Z,"44 km NW of Carahue, Chile",earthquake,,,,26,reviewed,us,us
2010-03-03T19:58:29.990Z,-33.412,-71.868,38.8,5.8,mwc,207,76.6,,1.05,us,usp000h8mx,2022-07-16T04:42:49.101Z,"28 km WNW of Cartagena, Chile",earthquake,,5.6,,,reviewed,us,gcmt
2010-03-03T17:44:25.040Z,-36.61,-73.36,20,6.1,mwc,232,69.5,,1.04,us,usp000h8mn,2022-08-09T04:03:55.363Z,"25 km WNW of Talcahuano, Chile",earthquake,,,,,reviewed,us,us
2010-03-03T06:16:22.750Z,-33.678,-72.043,35,5.2,mwc,89,114.2,,0.91,us,usp000h8kg,2022-07-16T04:36:21.131Z,"41 km WSW of San Antonio, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-03T04:42:27.120Z,-37.301,-73.799,35,5.1,mwc,19,146.4,,1.12,us,usp000h8k9,2016-11-10T02:25:06.249Z,"36 km NNW of Lebu, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-03T04:35:59.720Z,-37.582,-73.872,35.3,5.3,mwc,117,87,,1.24,us,usp000h8k8,2022-07-16T04:34:42.742Z,"19 km W of Lebu, Chile",earthquake,,4,,,reviewed,us,gcmt
2010-03-03T03:56:20.340Z,-33.329,-71.994,35.3,5,mb,50,150,,1.48,us,usp000h8k4,2014-11-07T01:40:53.937Z,"43 km NW of Cartagena, Chile",earthquake,,4.5,,28,reviewed,us,us
2010-03-03T01:51:20.100Z,-34.976,-72.665,32.1,5.3,mb,181,75,,0.75,us,usp000h8jy,2022-07-16T04:31:28.876Z,"45 km NNW of Constitución, Chile",earthquake,,10.9,,106,reviewed,us,us
2010-03-02T21:56:43.040Z,-30.257,-69.02,36.2,5.1,mb,123,85.5,,0.85,us,usp000h8jg,2022-07-16T04:29:52.856Z,"26 km W of San José de Jáchal, Argentina",earthquake,,5.9,,62,reviewed,us,us
2010-03-02T21:44:36.190Z,-36.48,-73.116,32.8,5,mwc,34,146,,1.21,us,usp000h8jf,2022-05-02T21:48:05.804Z,"20 km NW of Tomé, Chile",earthquake,,23.9,,,reviewed,us,gcmt
2010-03-02T19:12:56.390Z,-34.267,-72.171,40.5,5.6,mwc,137,74.8,,1.27,us,usp000h8j5,2022-05-02T21:41:22.042Z,"84 km WNW of Santa Cruz, Chile",earthquake,,11.3,,,reviewed,us,gcmt
2010-03-02T18:30:21.410Z,-36.537,-72.562,35,5.1,mb,154,51,,0.82,us,usp000h8j1,2022-05-02T21:41:15.845Z,"28 km S of Quirihue, Chile",earthquake,,,,75,reviewed,us,us
2010-03-02T17:57:02.040Z,-33.819,-72.055,26.6,5,mb,35,118.2,,1.11,us,usp000h8hz,2022-07-16T04:28:14.078Z,"48 km WSW of San Antonio, Chile",earthquake,,21.2,,11,reviewed,us,us
2010-03-02T14:07:08.580Z,-39.508,-73.788,35,5.1,mwc,46,152.4,,1.04,us,usp000h8hj,2022-07-16T04:25:02.897Z,"52 km NW of Corral, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-02T12:16:34.740Z,-36.618,-73.328,35,5.2,mwc,161,48.5,,0.86,us,usp000h8hc,2022-05-02T22:35:22.665Z,"22 km WNW of Talcahuano, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-02T11:30:31.870Z,-35.203,-72.586,38.6,5,mwc,181,72.8,,0.81,us,usp000h8h7,2022-05-02T21:40:57.022Z,"21 km NW of Constitución, Chile",earthquake,,7.3,,,reviewed,us,gcmt
2010-03-02T09:44:56.640Z,-34.162,-73.347,36.6,5,mb,127,90.2,,0.74,us,usp000h8gz,2014-11-07T01:40:53.501Z,"155 km NNW of Constitución, Chile",earthquake,,7.4,,75,reviewed,us,us
2010-03-02T06:10:53.260Z,-34.535,-72.68,35,5.3,mwc,84,52.7,,0.73,us,usp000h8g3,2016-11-10T02:25:01.616Z,"91 km NNW of Constitución, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-02T04:28:45.410Z,-36.675,-73.301,35,5.5,mwc,92,86.9,,1.05,us,usp000h8fw,2022-05-02T21:40:44.435Z,"17 km WNW of Talcahuano, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-02T04:09:28.400Z,-35.794,-73.233,35,5.4,mwc,73,88.2,,0.95,us,usp000h8fu,2022-05-02T21:40:38.200Z,"82 km NW of Quirihue, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-02T03:48:37.540Z,-33.857,-71.782,36.1,5,mb,117,92,,1.01,us,usp000h8ft,2022-05-02T21:41:25.906Z,"33 km SSW of San Antonio, Chile",earthquake,,3.9,,71,reviewed,us,us
