time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2010-03-02T03:44:59.310Z,-34.495,-72.642,40.1,5,mb,135,76,,0.96,us,usp000h8fs,2014-11-07T01:40:53.259Z,"95 km NNW of Constitución, Chile",earthquake,,4.9,,73,reviewed,us,us
2010-03-02T02:09:35.490Z,-39.76,-71.366,24.8,5.1,mwc,125,60.4,,0.74,us,usp000h8fh,2022-07-16T04:18:45.652Z,"33 km NW of Junín de los Andes, Argentina",earthquake,,11.2,,,reviewed,us,gcmt
2010-03-01T22:40:18.020Z,-34.831,-73.814,35,5,mwc,71,88.8,,0.98,us,usp000h8f1,2016-11-10T02:24:59.126Z,"139 km WNW of Constitución, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-01T21:51:01.000Z,-33.898,-71.424,45,5,mb,143,92.8,,,us,usp000h8ex,2022-07-16T04:15:33.246Z,"30 km SW of Melipilla, Chile",earthquake,,,,72,reviewed,guc,us
2010-03-01T16:56:49.730Z,-36.297,-72.473,35,5,mwc,46,116.7,,1.04,us,usp000h8ec,2022-05-02T21:40:34.555Z,"Near the coast of Bio-Bio, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-01T15:52:38.910Z,-36.759,-73.551,35.9,5.1,mwc,44,116.5,,0.82,us,usp000h8e5,2022-05-02T21:40:33.355Z,"38 km W of Talcahuano, Chile",earthquake,,9.4,,,reviewed,us,gcmt
2010-03-01T14:36:30.040Z,-34.39,-73.504,30.9,5.2,mwc,215,55.4,,0.77,us,usp000h8dw,2016-11-10T02:24:57.652Z,"144 km NW of Constitución, Chile",earthquake,,10.8,,,reviewed,us,gcmt
2010-03-01T12:27:15.610Z,-34.282,-71.915,35,5.2,mb,200,52.9,,0.72,us,usp000h8dk,2022-07-16T04:12:15.263Z,"64 km NW of Santa Cruz, Chile",earthquake,,,,116,reviewed,us,us
2010-03-01T12:20:18.110Z,-34.537,-73.736,35,5.1,mwc,82,73.1,,0.77,us,usp000h8dh,2016-11-10T02:24:57.148Z,"149 km NW of Constitución, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-01T08:58:33.080Z,-37.84,-74.486,35,5,mwc,161,33.2,,0.78,us,usp000h8cn,2016-11-10T02:24:56.639Z,"77 km WSW of Lebu, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-01T08:46:56.680Z,-35.677,-72.291,35,5.3,mwc,52,132.5,,1.49,us,usp000h8ck,2022-05-02T21:40:30.999Z,"32 km N of Cauquenes, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-01T07:49:09.030Z,-34.707,-73.119,33,5.3,mwc,229,54.9,,0.86,us,usp000h8ce,2016-11-10T02:24:55.134Z,"94 km NW of Constitución, Chile",earthquake,,4.6,,,reviewed,us,gcmt
2010-03-01T06:16:10.480Z,-37.958,-74.928,35,5,mb,132,84.8,,0.72,us,usp000h8c0,2014-11-07T01:40:51.882Z,"118 km WSW of Lebu, Chile",earthquake,,,,89,reviewed,us,us
2010-03-01T03:53:16.160Z,-38.599,-73.113,35,5,mb,44,117.1,,0.79,us,usp000h8bm,2022-07-16T04:04:08.458Z,"13 km NNE of Carahue, Chile",earthquake,,,,12,reviewed,us,us
2010-03-01T03:07:48.880Z,-36.048,-72.794,27.6,5,mb,85,113,,1.2,us,usp000h8bg,2022-05-02T21:40:20.572Z,"34 km NW of Quirihue, Chile",earthquake,,3.9,,48,reviewed,us,us
2010-03-01T02:44:42.220Z,-35.039,-72.487,22.9,5.7,mwb,404,34.3,,0.83,us,usp000h8be,2022-08-09T03:27:47.842Z,"33 km NNW of Constitución, Chile",earthquake,,,,,reviewed,us,us
2010-03-01T01:15:12.820Z,-35.174,-73.819,35,5,mb,86,144.6,,0.74,us,usp000h8b5,2014-11-07T01:40:51.242Z,"129 km W of Constitución, Chile",earthquake,,,,25,reviewed,us,us
2010-03-01T01:10:57.790Z,-35.237,-71.919,41.3,5.2,mwc,311,73,,0.77,us,usp000h8b4,2022-05-02T21:40:18.514Z,"31 km NW of Talca, Chile",earthquake,,3,,,reviewed,us,gcmt
2010-03-01T00:01:26.220Z,-38.308,-73.916,35,5.1,mb,70,53,,0.79,us,usp000h8av,2014-11-07T01:40:50.696Z,"72 km SW of Cañete, Chile",earthquake,,5.3,,31,reviewed,us,us
2010-02-28T23:49:04.480Z,-37.348,-73.065,35,5.1,mb,167,115.1,,0.75,us,usp000h8as,2022-05-02T21:40:12.290Z,"25 km ESE of Arauco, Chile",earthquake,,,,87,reviewed,us,us
2010-02-28T23:45:05.000Z,-35.353,-72.322,35,5.2,mb,210,50.3,,0.82,us,usp000h8ar,2014-11-07T01:40:48.922Z,"8 km ESE of Constitución, Chile",earthquake,,,,128,reviewed,us,us
2010-02-28T22:41:28.810Z,-36.847,-73.331,27.8,5,mb,105,116.6,,0.97,us,usp000h8am,2014-11-07T01:40:48.904Z,"23 km SW of Talcahuano, Chile",earthquake,,3.8,,57,reviewed,us,us
2010-02-28T19:48:35.390Z,-38.099,-73.68,18,5.9,mwb,171,66.8,,0.8,us,usp000h89r,2022-07-16T04:00:58.506Z,"41 km SW of Cañete, Chile",earthquake,,,,,reviewed,us,us
2010-02-28T18:44:30.310Z,-36.793,-72.729,35,5.1,mb,145,102.5,,1.03,us,usp000h89e,2022-05-02T21:40:06.272Z,"24 km ESE of Penco, Chile",earthquake,,,,83,reviewed,us,us
2010-02-28T18:19:51.910Z,-34.907,-71.877,35,5,mb,97,116.5,,0.88,us,usp000h899,2022-05-02T21:40:05.286Z,"51 km W of Rauco, Chile",earthquake,,,,49,reviewed,us,us
2010-02-28T15:46:21.320Z,-34.796,-72.215,16.2,5.2,mb,134,53.1,,1.13,us,usp000h88f,2022-05-02T21:42:22.163Z,"62 km NNE of Constitución, Chile",earthquake,,,,83,reviewed,us,us
2010-02-28T15:26:54.950Z,-35.221,-72.443,31.5,5,mb,91,74.5,,0.89,us,usp000h88c,2014-11-07T01:40:48.646Z,"12 km NNW of Constitución, Chile",earthquake,,,,46,reviewed,us,us
2010-02-28T14:55:24.780Z,-33.87,-73.297,34.1,5.1,mb,87,52,,0.77,us,usp000h887,2022-07-16T03:57:48.104Z,"159 km W of San Antonio, Chile",earthquake,,14.2,,36,reviewed,us,us
2010-02-28T14:50:32.640Z,-33.894,-73.287,26,5.2,mb,190,52,,0.7,us,usp000h886,2014-11-07T01:40:48.615Z,"159 km WSW of San Antonio, Chile",earthquake,,,,114,reviewed,us,us
2010-02-28T13:47:05.920Z,-35.317,-72.883,35,5,mb,70,73.7,,0.7,us,usp000h87v,2014-11-07T01:40:48.587Z,"42 km W of Constitución, Chile",earthquake,,,,22,reviewed,us,us
2010-02-28T12:19:00.220Z,-38.212,-73.383,35,5.2,mb,151,64.6,,0.88,us,usp000h87c,2022-07-16T03:56:09.352Z,"45 km S of Cañete, Chile",earthquake,,,,88,reviewed,us,us
2010-02-28T11:51:04.020Z,-35.186,-72.523,27.4,5.2,mb,30,145.5,,1.22,us,usp000h873,2014-11-07T01:40:48.496Z,"19 km NNW of Constitución, Chile",earthquake,,4.2,,12,reviewed,us,us
2010-02-28T11:50:36.350Z,-35.03,-72.493,24,5.2,mb,159,75,,0.9,us,usp000h872,2014-11-07T01:40:48.484Z,"34 km NNW of Constitución, Chile",earthquake,,5.1,,96,reviewed,us,us
2010-02-28T11:25:35.920Z,-34.903,-71.617,46,6.2,mwb,516,17.8,,0.88,us,usp000h86y,2022-07-16T03:52:52.181Z,"27 km W of Rauco, Chile",earthquake,,,,,reviewed,us,us
2010-02-28T11:14:25.270Z,-35.546,-72.854,35,5,mb,85,118.5,,1.17,us,usp000h86w,2014-11-07T01:40:48.416Z,"46 km WSW of Constitución, Chile",earthquake,,,,54,reviewed,us,us
2010-02-28T10:43:10.150Z,-38.501,-75.273,35,5.1,mb,158,36.4,,1.02,us,usp000h86p,2014-11-07T01:40:48.392Z,"173 km SW of Lebu, Chile",earthquake,,,,88,reviewed,us,us
2010-02-28T09:14:53.300Z,-33.639,-71.832,35,5.2,mb,219,76.3,,0.72,us,usp000h865,2014-11-07T01:40:48.302Z,"21 km WSW of San Antonio, Chile",earthquake,,,,137,reviewed,us,us
2010-02-28T08:07:46.220Z,-35.193,-72.475,35,5,mb,141,55.7,,0.67,us,usp000h85t,2014-11-07T01:40:48.221Z,"16 km NNW of Constitución, Chile",earthquake,,,,80,reviewed,us,us
2010-02-28T07:36:29.120Z,-37.79,-72.883,35,5,mb,87,117,,0.83,us,usp000h85r,2022-05-02T21:39:45.170Z,"14 km W of Angol, Chile",earthquake,,,,40,reviewed,us,us
2010-02-28T07:14:20.220Z,-38.386,-73.473,35,5.1,mb,102,34.8,,1.1,us,usp000h85p,2014-11-07T01:40:48.201Z,"45 km NW of Carahue, Chile",earthquake,,,,53,reviewed,us,us
2010-02-28T05:19:34.760Z,-37.792,-73.42,35,5.3,mb,168,54.5,,0.78,us,usp000h852,2022-05-02T22:37:40.758Z,"2 km WNW of Cañete, Chile",earthquake,,,,99,reviewed,us,us
2010-02-28T05:13:58.410Z,-37.712,-73.328,35,5.3,mb,179,67.7,,0.76,us,usp000h84z,2022-07-16T03:43:53.037Z,"11 km NNE of Cañete, Chile",earthquake,,,,104,reviewed,us,us
2010-02-28T05:03:57.040Z,-35.013,-71.958,35,5,mb,60,75.6,,1.03,us,usp000h84w,2014-11-07T01:40:48.107Z,"53 km NNW of Talca, Chile",earthquake,,,,23,reviewed,us,us
2010-02-28T04:55:48.640Z,-34.028,-71.986,35,5.3,mb,250,56.8,,0.82,us,usp000h84s,2022-07-16T03:41:33.124Z,"59 km SW of San Antonio, Chile",earthquake,,,,153,reviewed,us,us
2010-02-28T04:47:29.600Z,-38.795,-73.873,5.9,5,mb,67,156.3,,1.07,us,usp000h84p,2014-11-07T01:40:48.063Z,"62 km W of Carahue, Chile",earthquake,,29.3,,35,reviewed,us,us
2010-02-28T04:17:51.170Z,-34.701,-71.905,35.8,5,mb,125,53.2,,0.95,us,usp000h84b,2022-05-02T21:39:38.191Z,"49 km W of Santa Cruz, Chile",earthquake,,9,,70,reviewed,us,us
2010-02-28T03:23:48.520Z,-37.754,-73.507,35,5.1,mb,151,96.6,,0.85,us,usp000h83t,2022-05-02T21:39:37.089Z,"11 km WNW of Cañete, Chile",earthquake,,,,87,reviewed,us,us
2010-02-28T03:14:11.520Z,-33.931,-73.168,35,5,mb,107,85.4,,0.88,us,usp000h83r,2014-11-07T01:40:47.882Z,"149 km WSW of San Antonio, Chile",earthquake,,,,38,reviewed,us,us
2010-02-28T02:41:04.460Z,-38.385,-73.552,12,5.1,mb,139,54.8,,0.98,us,usp000h83j,2022-07-16T03:37:51.683Z,"49 km NW of Carahue, Chile",earthquake,,18.6,,70,reviewed,us,us
2010-02-28T02:38:30.240Z,-38.32,-73.574,31.7,5.4,mb,228,34.1,,0.98,us,usp000h83h,2022-05-02T21:39:35.519Z,"56 km NW of Carahue, Chile",earthquake,,17.4,,132,reviewed,us,us
2010-02-28T02:04:25.250Z,-34.522,-73.606,9,5,mb,68,145.5,,0.79,us,usp000h837,2014-11-07T01:40:47.780Z,"141 km NW of Constitución, Chile",earthquake,,38,,42,reviewed,us,us
2010-02-28T01:58:49.180Z,-34.86,-72.539,32,5.2,mb,194,54.7,,0.8,us,usp000h835,2014-11-07T01:40:47.762Z,"53 km NNW of Constitución, Chile",earthquake,,11.5,,105,reviewed,us,us
2010-02-28T01:45:29.050Z,-34.45,-73.689,37.7,5.2,mb,180,55.2,,0.75,us,usp000h82x,2014-11-07T01:40:47.726Z,"152 km NW of Constitución, Chile",earthquake,,6.3,,92,reviewed,us,us
2010-02-28T01:33:11.610Z,-36.633,-72.707,35,5.3,mb,219,50.8,,0.86,us,usp000h82u,2022-05-02T19:49:53.547Z,"22 km E of Tomé, Chile",earthquake,,,,129,reviewed,us,us
2010-02-28T01:08:23.170Z,-34.163,-71.952,31.9,5.9,mwb,317,34.1,,0.77,us,usp000h82j,2022-05-02T21:39:01.507Z,"70 km SSW of San Antonio, Chile",earthquake,,4,,,reviewed,us,us
2010-02-28T01:01:10.440Z,-36.818,-73.376,29.7,5.3,mb,152,75,,0.85,us,usp000h82e,2014-11-07T01:40:47.601Z,"25 km WSW of Talcahuano, Chile",earthquake,,4.9,,65,reviewed,us,us
2010-02-28T00:53:30.020Z,-38.145,-73.739,24,5.1,mb,162,115.2,,0.78,us,usp000h82d,2022-05-02T21:40:29.554Z,"48 km SW of Cañete, Chile",earthquake,,,,85,reviewed,us,us
2010-02-28T00:00:49.790Z,-36.624,-73.369,48.4,5.3,mb,231,114.8,,0.65,us,usp000h824,2022-05-02T21:39:34.041Z,"25 km WNW of Talcahuano, Chile",earthquake,,5.8,,131,reviewed,us,us
2010-02-27T23:35:13.560Z,-33.861,-72.238,29.3,5.2,mb,238,62,,0.84,us,usp000h820,2022-05-02T21:39:32.469Z,"65 km WSW of San Antonio, Chile",earthquake,,3.5,,147,reviewed,us,us
2010-02-27T23:12:34.910Z,-34.7,-71.827,35,6,mb,310,34.2,,0.71,us,usp000h81v,2022-05-02T22:35:21.298Z,"42 km W of Santa Cruz, Chile",earthquake,,,,216,reviewed,us,us
2010-02-27T23:02:02.220Z,-37.695,-72.832,45.2,5.9,mwb,311,47,,0.93,us,usp000h81s,2022-05-02T21:38:58.665Z,"15 km NW of Angol, Chile",earthquake,,4.2,,,reviewed,us,us
2010-02-27T22:22:31.650Z,-33.99,-71.382,35,5.3,mb,71,115.8,,0.88,us,usp000h81k,2022-05-02T21:39:30.692Z,"36 km SSW of Melipilla, Chile",earthquake,,,,26,reviewed,us,us
2010-02-27T22:20:01.060Z,-34.932,-72.71,20.6,5.2,mb,116,75,,0.91,us,usp000h81h,2014-11-07T01:40:47.362Z,"52 km NNW of Constitución, Chile",earthquake,,3.7,,55,reviewed,us,us
2010-02-27T22:16:13.760Z,-36.492,-73.304,38.3,5.3,mb,89,70,,1.06,us,usp000h81f,2014-11-07T01:40:47.344Z,"30 km NNW of Talcahuano, Chile",earthquake,,4.6,,50,reviewed,us,us
2010-02-27T22:13:44.400Z,-35.779,-73.36,23.8,5.1,mb,106,72,,1,us,usp000h81e,2014-11-07T01:40:47.330Z,"92 km NW of Quirihue, Chile",earthquake,,3.5,,60,reviewed,us,us
2010-02-27T21:59:06.730Z,-36.8,-73.315,30.7,5.2,mb,158,61,,0.96,us,usp000h81b,2022-05-02T21:43:03.357Z,"19 km WSW of Talcahuano, Chile",earthquake,,2.3,,92,reviewed,us,us
2010-02-27T21:55:01.390Z,-33.903,-72.344,35,5,mb,15,115.9,,1.16,us,usp000h818,2014-11-07T01:40:47.295Z,"76 km WSW of San Antonio, Chile",earthquake,,,,3,reviewed,us,us
2010-02-27T21:48:25.240Z,-34.031,-72.292,24.9,5.1,mb,89,115,,0.87,us,usp000h817,2014-11-07T01:40:47.278Z,"79 km SW of San Antonio, Chile",earthquake,,3.8,,43,reviewed,us,us
2010-02-27T21:43:10.860Z,-35.156,-72.522,35,5.2,mb,75,95.7,,0.8,us,usp000h815,2014-11-07T01:40:47.270Z,"22 km NNW of Constitución, Chile",earthquake,,,,44,reviewed,us,us
2010-02-27T21:41:26.040Z,-37.332,-73.836,35,5,mb,51,97.5,,0.85,us,usp000h814,2014-11-07T01:40:47.265Z,"34 km NNW of Lebu, Chile",earthquake,,,,27,reviewed,us,us
2010-02-27T21:00:35.000Z,-33.916,-73.154,27,5.2,mb,205,59,,0.96,us,usp000h80w,2014-11-07T01:40:47.231Z,"147 km WSW of San Antonio, Chile",earthquake,,3.3,,122,reviewed,us,us
2010-02-27T20:29:21.230Z,-34.914,-73.708,35,5,mb,103,72.4,,1.18,us,usp000h80h,2014-11-07T01:40:47.178Z,"126 km WNW of Constitución, Chile",earthquake,,,,62,reviewed,us,us
2010-02-27T19:46:07.170Z,-36.481,-73.197,35,5,mb,89,146,,1.05,us,usp000h807,2014-11-07T01:40:47.115Z,"26 km NW of Tomé, Chile",earthquake,,,,53,reviewed,us,us
2010-02-27T19:10:13.130Z,-35.047,-72.376,38.8,5.2,mb,101,73.3,,0.96,us,usp000h800,2014-11-07T01:40:47.080Z,"31 km N of Constitución, Chile",earthquake,,9.5,,52,reviewed,us,us
2010-02-27T19:06:17.630Z,-37.548,-73.345,40,5.2,mb,120,71.5,,1.15,us,usp000h7zy,2022-05-02T21:39:24.332Z,"7 km S of Curanilahue, Chile",earthquake,,10.7,,59,reviewed,us,us
2010-02-27T19:00:06.860Z,-33.422,-71.828,31.1,6.2,mwc,384,57.6,,1.01,us,usp000h7zx,2022-08-09T03:57:26.827Z,"25 km NW of Cartagena, Chile",earthquake,,5,,,reviewed,us,gcmt
2010-02-27T18:41:50.210Z,-37.632,-73.595,35,5,mb,59,67.7,,1.07,us,usp000h7zu,2014-11-07T01:40:47.014Z,"5 km ESE of Lebu, Chile",earthquake,,,,14,reviewed,us,us
2010-02-27T18:23:11.440Z,-37.581,-73.699,35,5.7,ms,178,66.5,,1.11,us,usp000h7zt,2022-05-02T22:37:29.529Z,"5 km NW of Lebu, Chile",earthquake,,,,150,reviewed,us,us
2010-02-27T18:15:22.810Z,-37.516,-73.55,24.7,5.6,mb,249,49.7,,1.24,us,usp000h7zr,2022-05-02T21:38:50.095Z,"13 km NE of Lebu, Chile",earthquake,,4.7,,123,reviewed,us,us
2010-02-27T18:13:03.870Z,-36.644,-73.093,35,5,mb,35,116.6,,1.14,us,usp000h7zq,2014-11-07T01:40:46.962Z,"9 km NNE of Talcahuano, Chile",earthquake,,,,4,reviewed,us,us
2010-02-27T18:12:50.370Z,-33.859,-71.695,38,5,mb,97,84.1,,1.12,us,usp000h7zp,2022-05-02T22:35:19.928Z,"30 km SSW of San Antonio, Chile",earthquake,,16.1,,48,reviewed,us,us
2010-02-27T17:57:05.850Z,-34.81,-71.701,35,5.3,mb,55,51.6,,1.17,us,usp000h7zj,2014-11-07T01:40:46.937Z,"36 km WSW of Santa Cruz, Chile",earthquake,,,,15,reviewed,us,us
2010-02-27T17:56:52.410Z,-34.793,-71.541,35,5.3,mb,183,97.4,,1.01,us,usp000h7zh,2022-05-02T22:01:37.580Z,"23 km SW of Santa Cruz, Chile",earthquake,,,,103,reviewed,us,us
2010-02-27T17:43:37.220Z,-36.521,-73.051,38.4,5.5,mb,246,44.8,,0.88,us,usp000h7ze,2022-05-02T21:38:44.100Z,"13 km NW of Tomé, Chile",earthquake,,9.6,,152,reviewed,us,us
2010-02-27T17:40:10.010Z,-33.381,-71.96,2.9,5,mb,142,76.6,,1.03,us,usp000h7zd,2014-11-07T01:40:46.883Z,"37 km WNW of Cartagena, Chile",earthquake,,11.6,,73,reviewed,us,us
2010-02-27T17:24:30.590Z,-36.354,-73.208,19,6.1,mwb,243,35.7,,1.09,us,usp000h7z8,2022-05-02T21:40:50.786Z,"36 km NW of Tomé, Chile",earthquake,,,,,reviewed,us,us
2010-02-27T17:11:49.000Z,-33.99,-71.805,35,5.5,mb,272,57.9,,0.76,us,usp000h7z5,2022-05-02T21:38:38.956Z,"47 km SSW of San Antonio, Chile",earthquake,,,,166,reviewed,us,us
2010-02-27T16:50:19.530Z,-34.22,-72.166,35,5.1,mb,88,91.5,,0.86,us,usp000h7z1,2014-11-07T01:40:46.799Z,"86 km SW of San Antonio, Chile",earthquake,,,,31,reviewed,us,us
2010-02-27T16:37:33.570Z,-37.511,-73.453,35,5.4,mb,133,54.3,,1.14,us,usp000h7yw,2022-05-02T22:35:18.495Z,"10 km WSW of Curanilahue, Chile",earthquake,,,,72,reviewed,us,us
2010-02-27T16:32:20.890Z,-34.917,-72.328,41.4,5.1,mb,97,73.5,,1.16,us,usp000h7yt,2014-11-07T01:40:46.768Z,"46 km N of Constitución, Chile",earthquake,,10.6,,59,reviewed,us,us
2010-02-27T16:27:56.830Z,-37.78,-73.348,35,5.5,mb,170,38.8,,1.1,us,usp000h7ys,2022-05-02T21:38:37.802Z,"4 km ENE of Cañete, Chile",earthquake,,,,97,reviewed,us,us
2010-02-27T16:21:13.090Z,-38.283,-73.429,35,5.4,mb,210,66.6,,0.88,us,usp000h7yp,2022-05-02T21:42:19.399Z,"52 km NNW of Carahue, Chile",earthquake,,,,129,reviewed,us,us
2010-02-27T16:00:25.880Z,-34.116,-72.255,35,5,mb,37,115.4,,0.99,us,usp000h7ye,2014-11-07T01:40:46.719Z,"83 km SW of San Antonio, Chile",earthquake,,,,9,reviewed,us,us
2010-02-27T15:55:56.350Z,-34.034,-72.296,35,5.1,mb,25,116,,1.11,us,usp000h7yd,2014-11-07T01:40:46.716Z,"80 km SW of San Antonio, Chile",earthquake,,,,7,reviewed,us,us
2010-02-27T15:45:37.000Z,-24.872,-65.602,10,6.3,mwc,376,44.2,,,us,usp000h7yb,2022-07-16T03:32:42.887Z,"5 km NE of Campo Quijano, Argentina",earthquake,,,,,reviewed,sja,gcmt
2010-02-27T15:44:50.740Z,-36.129,-73.257,35,5.5,mb,38,116.4,,0.95,us,usp000h7ya,2020-09-21T16:35:22.306Z,"60 km NNW of Tomé, Chile",earthquake,,,,6,reviewed,us,us
2010-02-27T15:23:33.620Z,-38.278,-73.725,35,5.2,mb,52,75.3,,0.92,us,usp000h7y5,2014-11-07T01:40:46.671Z,"60 km SSW of Cañete, Chile",earthquake,,,,23,reviewed,us,us
2010-02-27T15:22:53.640Z,-35.455,-71.529,35,5,mb,30,145.4,,1.16,us,usp000h7y4,2014-11-07T01:40:46.668Z,"9 km NNW of San Clemente, Chile",earthquake,,,,25,reviewed,us,us
2010-02-27T15:09:48.690Z,-33.942,-71.339,44.8,5.2,mb,62,57.2,,0.94,us,usp000h7xy,2022-05-02T22:01:31.123Z,"30 km SSW of Melipilla, Chile",earthquake,,,,30,reviewed,us,us
2010-02-27T15:09:09.000Z,-33.955,-71.359,50,5.1,mb,121,92.8,,,us,usp000h7xx,2022-05-02T21:38:30.602Z,"32 km SSW of Melipilla, Chile",earthquake,,,,56,reviewed,guc,us
2010-02-27T14:52:07.180Z,-37.968,-73.383,35,5,mb,34,150.7,,0.84,us,usp000h7xr,2014-11-07T01:40:46.623Z,"18 km S of Cañete, Chile",earthquake,,,,6,reviewed,us,us
2010-02-27T14:41:50.190Z,-35.709,-73.106,35,5.1,mb,111,95.8,,1.11,us,usp000h7xm,2014-11-07T01:40:46.608Z,"75 km WSW of Constitución, Chile",earthquake,,,,43,reviewed,us,us
2010-02-27T14:40:34.840Z,-34.199,-72.049,35,5,mb,52,115.6,,0.99,us,usp000h7xj,2014-11-07T01:40:46.600Z,"78 km SSW of San Antonio, Chile",earthquake,,,,23,reviewed,us,us
2010-02-27T14:23:27.300Z,-34.578,-72.851,35,5.2,mb,118,62.4,,0.94,us,usp000h7xa,2014-11-07T01:40:46.552Z,"92 km NNW of Constitución, Chile",earthquake,,,,66,reviewed,us,us
2010-02-27T14:19:59.460Z,-37.335,-73.258,35,5,mb,63,97.8,,1.02,us,usp000h7x7,2022-05-02T21:38:25.002Z,"11 km SSE of Arauco, Chile",earthquake,,,,29,reviewed,us,us
2010-02-27T14:06:46.950Z,-37.219,-72.673,35,5,mb,62,97.8,,0.94,us,usp000h7x2,2022-05-02T21:43:02.027Z,"7 km NNE of Laja, Chile",earthquake,,,,30,reviewed,us,us
2010-02-27T13:54:03.780Z,-33.303,-71.841,35,5.2,mb,173,93.1,,0.78,us,usp000h7wv,2014-11-07T01:40:46.500Z,"35 km NW of Cartagena, Chile",earthquake,,,,99,reviewed,us,us
2010-02-27T13:12:52.490Z,-35.156,-72.212,35,5,mb,75,73.2,,1,us,usp000h7w3,2014-11-07T01:40:46.425Z,"26 km NE of Constitución, Chile",earthquake,,,,45,reviewed,us,us
2010-02-27T13:09:20.900Z,-38.496,-73.645,35,5.3,mb,65,83.9,,0.71,us,usp000h7w2,2014-11-07T01:40:46.420Z,"48 km WNW of Carahue, Chile",earthquake,,,,18,reviewed,us,us
2010-02-27T13:07:40.510Z,-38.554,-72.865,35,5,mb,55,111.9,,1.04,us,usp000h7w1,2014-11-07T01:40:46.414Z,"22 km NNE of Nueva Imperial, Chile",earthquake,,,,31,reviewed,us,us
2010-02-27T12:58:34.370Z,-33.566,-71.911,35,5.1,mb,87,92.7,,0.8,us,usp000h7vz,2022-05-02T22:37:28.631Z,"28 km W of Cartagena, Chile",earthquake,,,,49,reviewed,us,us
2010-02-27T12:46:20.720Z,-37.837,-74.973,35,5.1,mb,95,54,,0.94,us,usp000h7vv,2014-11-07T01:40:46.244Z,"119 km WSW of Lebu, Chile",earthquake,,,,52,reviewed,us,us
2010-02-27T12:44:49.130Z,-37.169,-73.373,35,5.1,mb,94,68.7,,0.79,us,usp000h7vu,2022-05-02T21:42:50.750Z,"9 km NNW of Arauco, Chile",earthquake,,,,55,reviewed,us,us
2010-02-27T12:23:07.110Z,-36.184,-73.098,35,5,mb,33,145.9,,1.17,us,usp000h7vh,2014-11-07T01:40:46.204Z,"49 km NNW of Tomé, Chile",earthquake,,,,13,reviewed,us,us
2010-02-27T12:03:27.570Z,-34.373,-73.965,35,5.5,mb,86,89.2,,1.07,us,usp000h7vb,2022-05-02T21:38:23.970Z,"177 km NW of Constitución, Chile",earthquake,,,,36,reviewed,us,us
2010-02-27T12:03:03.230Z,-37.032,-73.14,35,5,mb,78,115.2,,0.71,us,usp000h7va,2014-11-07T01:40:46.172Z,"0 km N of Coronel, Chile",earthquake,,,,15,reviewed,us,us
2010-02-27T11:45:02.860Z,-36.326,-73.188,35,5.4,mb,108,70.3,,0.92,us,usp000h7v5,2014-11-07T01:40:46.153Z,"38 km NNW of Tomé, Chile",earthquake,,,,55,reviewed,us,us
2010-02-27T11:26:59.250Z,-38.265,-73.716,35,5.2,mb,60,80.3,,0.95,us,usp000h7v1,2014-11-07T01:40:46.141Z,"58 km SSW of Cañete, Chile",earthquake,,,,29,reviewed,us,us
2010-02-27T10:54:23.530Z,-36.804,-73.399,35,5.4,mb,91,116.5,,0.91,us,usp000h7up,2014-11-07T01:40:46.103Z,"26 km WSW of Talcahuano, Chile",earthquake,,,,30,reviewed,us,us
2010-02-27T10:38:35.020Z,-38.191,-73.694,35,5.9,mb,161,32.5,,0.8,us,usp000h7uh,2022-05-02T21:38:22.810Z,"50 km SSW of Cañete, Chile",earthquake,,,,72,reviewed,us,us
2010-02-27T10:30:36.400Z,-33.281,-71.955,35,6,mb,213,33.2,,,us,usp000h7uf,2022-05-02T22:33:01.930Z,"40 km SW of Valparaíso, Chile",earthquake,,,,96,reviewed,guc,us
2010-02-27T10:30:10.230Z,-37.878,-73.545,20,5.99,mw,,,,,iscgem,iscgem600697919,2022-05-02T22:39:45.521Z,"15 km WSW of Cañete, Chile",earthquake,,4.2,0.54,,reviewed,iscgem,iscgem
2010-02-27T10:10:14.730Z,-33.717,-72.163,35,5.6,mb,153,33.4,,0.77,us,usp000h7u9,2022-05-02T21:38:16.801Z,"53 km WSW of San Antonio, Chile",earthquake,,,,73,reviewed,us,us
2010-02-27T09:59:20.380Z,-38.16,-73.652,35,5.8,mb,178,54.7,,0.81,us,usp000h7u5,2022-05-02T22:01:29.292Z,"45 km SSW of Cañete, Chile",earthquake,,,,83,reviewed,us,us
2010-02-27T09:43:30.450Z,-37.113,-73.315,35,5,mb,87,49.6,,0.87,us,usp000h7u1,2014-11-07T01:40:45.955Z,"14 km W of Lota, Chile",earthquake,,,,11,reviewed,us,us
2010-02-27T09:21:24.730Z,-36.668,-73.257,35,5.2,mb,113,69.7,,0.84,us,usp000h7tr,2014-11-07T01:40:45.904Z,"14 km WNW of Talcahuano, Chile",earthquake,,,,53,reviewed,us,us
